species_name,genus,family,superfamily,suborder,order,role,assembly_accession,assembly_name,assembly_level,refseq_category,genome_size_mb,contig_N50,scaffold_N50,number_of_scaffolds,gc_percent,gene_annotation_available,annotation_source,primary_source,secondary_source,ncbi_bioproject,ncbi_biosample,submission_date,publication_doi,publication_year,pubmed_id,citation_short,restriction_status,restriction_notes,data_generating_consortium,include_recommended,conflict_flag,notes,ncbi_assembly_url,ncbi_download_url,ncbi_datasets_command,bioproject_url
Agriotes sputator,Agriotes,Elateridae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_044115275.2,icAgrSput4_a1.2,Scaffold,,1056.56,11899110,90494813,101,36.5,check,,NCBI,,PRJNA1137987,,,,,,,to_verify,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_044115275.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_044115275.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_044115275.2.zip","datasets download genome accession GCA_044115275.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1137987
Aromia moschata,Aromia,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_965642155.1,icAroMosc1.hap2.1,Scaffold,,691.68,9315063,60635210,146,35,check,,NCBI,,PRJEB92390,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965642155.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965642155.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965642155.1.zip","datasets download genome accession GCA_965642155.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB92390
Leptura quadrifasciata,Leptura,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_963675865.1,icLepQuad1.1 alternate haplotype,Contig,,1403.37,6481551,6481551,426,34.5,check,,NCBI,,PRJEB69337,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963675865.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963675865.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963675865.1.zip","datasets download genome accession GCA_963675865.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB69337
Hallomenus binotatus,Hallomenus,Tetratomidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_965648505.1,icHalBino1.hap2.1,Scaffold,,200.1,6261000,16540926,178,39.5,check,,NCBI,,PRJEB94375,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965648505.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965648505.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965648505.1.zip","datasets download genome accession GCA_965648505.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB94375
Serica brunnea,Serica,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_973358345.1,icSerBrun1.hap2.1,Scaffold,,1482.9,5414559,144497857,1075,33.5,check,,NCBI,,PRJEB96438,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_973358345.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_973358345.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_973358345.1.zip","datasets download genome accession GCA_973358345.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB96438
Adalia decempunctata,Adalia,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera,ingroup,GCA_951802185.1,icAdaDece3.1 alternate haplotype,Contig,,463.83,4344916,4344916,434,36.5,check,,NCBI,,PRJEB62626,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_951802185.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_951802185.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_951802185.1.zip","datasets download genome accession GCA_951802185.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB62626
Harpalus anxius,Harpalus,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_965601815.1,icHarAnxi1.hap2.1,Scaffold,,1031.14,4337460,59266683,1141,32.5,check,,NCBI,,PRJEB90519,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965601815.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965601815.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965601815.1.zip","datasets download genome accession GCA_965601815.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB90519
Agriotes lineatus,Agriotes,Elateridae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_965788365.1,icAgrLine1.hap2.1,Scaffold,,2557.49,4104806,214170943,859,37,check,,NCBI,,PRJEB95120,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965788365.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965788365.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965788365.1.zip","datasets download genome accession GCA_965788365.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB95120
Lochmaea capreae,Lochmaea,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_949126855.1,icLocCapr1.1 alternate haplotype,Scaffold,,527.33,2598267,2598267,658,33.5,check,,NCBI,,PRJEB59459,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_949126855.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_949126855.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_949126855.1.zip","datasets download genome accession GCA_949126855.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB59459
Diaperis boleti,Diaperis,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_963583915.1,icDiaBole1.1 alternate haplotype,Contig,,421.83,2300784,2300784,473,36,check,,NCBI,,PRJEB68177,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963583915.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963583915.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963583915.1.zip","datasets download genome accession GCA_963583915.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB68177
Larinus minutus,Larinus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_041228435.2,icLarMinu1_a1.2,Scaffold,,1320.16,2177891,44684014,312,36.5,check,,NCBI,,PRJNA1138000,,,,,,,to_verify,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_041228435.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_041228435.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_041228435.2.zip","datasets download genome accession GCA_041228435.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1138000
Philonthus cognatus,Philonthus,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_932526485.1,icPhiCogn1.1 alternate haplotype,Scaffold,,909.49,2006501,2006537,1091,33,check,,NCBI,,PRJEB51382,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_932526485.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_932526485.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_932526485.1.zip","datasets download genome accession GCA_932526485.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB51382
Phaedon cochleariae,Phaedon,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_979300185.1,icPhaCoch1.hap2.1,Scaffold,,907.61,1983865,53376849,377,36.5,check,,NCBI,,PRJEB107947,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_979300185.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_979300185.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_979300185.1.zip","datasets download genome accession GCA_979300185.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB107947
Agrilus biguttatus,Agrilus,Buprestidae,Buprestoidea,Polyphaga,Coleoptera,ingroup,GCA_963921965.1,icAgrBigu1.1 alternate haplotype,Contig,,355.9,1923156,1923156,1790,32.5,check,,NCBI,,PRJEB71838,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963921965.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963921965.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963921965.1.zip","datasets download genome accession GCA_963921965.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB71838
Apoderus coryli,Apoderus,Attelabidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_911728465.1,icApoCory1.1 alternate haplotype,Contig,,392.67,1748940,1748940,554,33,check,,NCBI,,PRJEB46625,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_911728465.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_911728465.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_911728465.1.zip","datasets download genome accession GCA_911728465.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB46625
Harpalus rufipes,Harpalus,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_951394325.1,icHarRufp1.1 alternate haplotype,Scaffold,,847.23,1600630,1600630,2059,31.5,check,,NCBI,,PRJEB62059,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_951394325.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_951394325.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_951394325.1.zip","datasets download genome accession GCA_951394325.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB62059
Geotrupes spiniger,Geotrupes,Geotrupidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_959613335.1,icGeoSpin1.1 alternate haplotype,Contig,,484.37,1371697,1371697,1306,34.5,check,,NCBI,,PRJEB64513,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_959613335.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_959613335.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_959613335.1.zip","datasets download genome accession GCA_959613335.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB64513
Neocrepidodera transversa,Neocrepidodera,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_963277525.1,icNeoTran1.1 alternate haplotype,Scaffold,,585.79,1360670,1360670,1539,30,check,,NCBI,,PRJEB65058,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963277525.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963277525.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963277525.1.zip","datasets download genome accession GCA_963277525.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB65058
Cantharis nigra,Cantharis,Cantharidae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_958510835.1,icCanNigr2.1 alternate haplotype,Contig,,363.48,1356651,1356651,587,30.5,check,,NCBI,,PRJEB64390,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_958510835.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_958510835.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_958510835.1.zip","datasets download genome accession GCA_958510835.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB64390
Oxystoma pomonae,Oxystoma,Apionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_963921945.1,icOxyPomo2.1 alternate haplotype,Contig,,1132.23,1263678,1263678,2382,33.5,check,,NCBI,,PRJEB71842,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963921945.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963921945.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963921945.1.zip","datasets download genome accession GCA_963921945.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB71842
Cantharis rustica,Cantharis,Cantharidae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_911387815.1,icCanRust1.1 alternate haplotype,Scaffold,,417.66,1241017,1241017,792,31.5,check,,NCBI,,PRJEB46422,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_911387815.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_911387815.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_911387815.1.zip","datasets download genome accession GCA_911387815.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB46422
Leptodirus hochenwartii,Leptodirus,Leiodidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_947310685.1,icLepHoch12.1 alternate haplotype,Contig,,434.1,1232347,1232347,1130,32,check,,NCBI,,PRJEB57371,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_947310685.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_947310685.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_947310685.1.zip","datasets download genome accession GCA_947310685.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB57371
Chrysomela populi,Chrysomela,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_965642275.1,icChrPopu2.hap2.1,Scaffold,,544.77,1152832,34754923,120,35.5,check,,NCBI,,PRJEB93768,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965642275.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965642275.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965642275.1.zip","datasets download genome accession GCA_965642275.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB93768
Myrrha octodecimguttata,Myrrha,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera,ingroup,GCA_958510795.1,icMyrOcto1.1 alternate haplotype,Contig,,613.01,1151152,1151152,2864,36.5,check,,NCBI,,PRJEB64392,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_958510795.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_958510795.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_958510795.1.zip","datasets download genome accession GCA_958510795.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB64392
Aromia moschata,Aromia,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_029963805.1,MPICE_AMO_1,Contig,,687.74,1105269,1105269,1815,35,check,,NCBI,,PRJNA609440,,,,,,,to_verify,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_029963805.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_029963805.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_029963805.1.zip","datasets download genome accession GCA_029963805.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA609440
Cantharis flavilabris,Cantharis,Cantharidae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_949152385.1,icCanFlav1.1 alternate haplotype,Contig,,346.27,1075827,1075827,849,31.5,check,,NCBI,,PRJEB59845,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_949152385.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_949152385.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_949152385.1.zip","datasets download genome accession GCA_949152385.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB59845
Cantharis rufa,Cantharis,Cantharidae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_947369215.1,icCanRufa1.1 alternate haplotype,Scaffold,,339.66,968230,968230,1014,31.5,check,,NCBI,,PRJEB57709,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_947369215.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_947369215.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_947369215.1.zip","datasets download genome accession GCA_947369215.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB57709
Malachius bipustulatus,Malachius,Melyridae,Cleroidea,Polyphaga,Coleoptera,ingroup,GCA_910589365.1,icMalBipu1.1 alternate haplotype,Scaffold,,542.32,945557,945557,1475,35.5,check,,NCBI,,PRJEB45314,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_910589365.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_910589365.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_910589365.1.zip","datasets download genome accession GCA_910589365.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB45314
Gastrophysa polygoni,Gastrophysa,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_963576645.1,icGasPoly1.1 alternate haplotype,Contig,,380.4,901162,901162,1207,36,check,,NCBI,,PRJEB68117,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963576645.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963576645.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963576645.1.zip","datasets download genome accession GCA_963576645.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB68117
Bruchidius siliquastri,Bruchidius,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_949316485.1,icBruSili1.1 alternate haplotype,Contig,,258.82,871284,871284,1050,36.5,check,,NCBI,,PRJEB60136,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_949316485.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_949316485.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_949316485.1.zip","datasets download genome accession GCA_949316485.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB60136
Halyzia sedecimguttata,Halyzia,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera,ingroup,GCA_937616445.2,icHalSede1.2 alternate haplotype,Scaffold,,902.25,843446,847274,2606,35.5,check,,NCBI,,PRJEB52233,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_937616445.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_937616445.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_937616445.2.zip","datasets download genome accession GCA_937616445.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB52233
Cantharis lateralis,Cantharis,Cantharidae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_963170035.1,icCanLate1.1 alternate haplotype,Contig,,323.24,831000,831000,1205,30.5,check,,NCBI,,PRJEB64908,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963170035.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963170035.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963170035.1.zip","datasets download genome accession GCA_963170035.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB64908
Curculio caryae,Curculio,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_051048005.1,icCurCary2.1 alternate haplotype,Scaffold,,2053.91,821239,821239,13181,35,check,,NCBI,,PRJNA813603,,,,,,,to_verify,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_051048005.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_051048005.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_051048005.1.zip","datasets download genome accession GCA_051048005.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA813603
Nebria salina,Nebria,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_944039265.1,icNebSali1.1 alternate haplotype,Contig,,219.58,809889,809889,1418,32,check,,NCBI,,PRJEB53511,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_944039265.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_944039265.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_944039265.1.zip","datasets download genome accession GCA_944039265.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB53511
Melolontha melolontha,Melolontha,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_935421255.1,icMelMelo1.1 alternate haplotype,Contig,,1504.82,787599,787599,6088,33,check,,NCBI,,PRJEB51928,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_935421255.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_935421255.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_935421255.1.zip","datasets download genome accession GCA_935421255.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB51928
Ceutorhynchus obstrictus,Ceutorhynchus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_965178005.1,icCeuObst1.1 alternate haplotype,Contig,,577.58,757707,757707,1733,35,check,,NCBI,,PRJEB86218,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965178005.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965178005.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965178005.1.zip","datasets download genome accession GCA_965178005.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB86218
Agonum fuliginosum,Agonum,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_947534335.1,icAgoFuli1.1 alternate haplotype,Contig,,626.01,748655,748655,2094,31.5,check,,NCBI,,PRJEB58063,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_947534335.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_947534335.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_947534335.1.zip","datasets download genome accession GCA_947534335.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB58063
Malthinus flaveolus,Malthinus,Cantharidae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_950111595.1,icMalFlav1.1 alternate haplotype,Contig,,233.62,720151,720151,633,34,check,,NCBI,,PRJEB61705,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_950111595.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_950111595.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_950111595.1.zip","datasets download genome accession GCA_950111595.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB61705
Othius punctulatus,Othius,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_951805015.1,icOthPunc1.1 alternate haplotype,Scaffold,,867.54,697565,700448,3502,33,check,,NCBI,,PRJEB62772,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_951805015.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_951805015.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_951805015.1.zip","datasets download genome accession GCA_951805015.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB62772
